"","time","date","st10","mp10","st20","mp20","st30","mp30","st60","mp60","st100","mp100","st150","mp150","eh10a","eh10b","eh10c","eh20a","eh20b","eh20c","eh30a","eh30b","eh30c","eh60a","eh60b","eh60c","eh100a","eh100b","eh100c","eh150a","eh150b","eh150c","wd","ws","at","rh","ap","pp","sr","wt","ec","bat","lt","x44","pp_2","wt_2","oxy10","oxy20","oxy30","oxy60","oxy80","oxy100","oxy125","oxy150","bat_oxy"
"80",80,2010-04-04 07:00:00,6.64,0,6.59,0,6.52,0,6.11,0,5.78,0,5.69,0,453.79,439.68,439.1,440.03,441.86,461.51,49.38,406.86,112.09,-49.87,-130.63,-114.21,-43.94,61.23,-179.16,-320.18,-350.38,-391.5,142,2.7,7,94.1,1006.7,23.93,60.3044,169.911,0.558361,NA,NA,NA,"0",-30.089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,2010-04-04 08:00:00,6.64,0,6.57,0,6.52,0,6.05,0,5.77,0,5.68,0,453.5,439.27,439.06,440.06,441.93,461.53,48.95,406.89,111.63,-50.88,-131.23,-114.29,-44.4,61.06,-179.73,-320.04,-350.24,-391.53,151,2.2,8,93.2,1006.8,23.93,165.249,169.765,0.558836,13.464,8.2,NA,"0",-30.235,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,2010-04-04 09:00:00,6.77,0,6.56,0,6.46,0,6.09,0,5.76,0,5.7,0,452,439.69,438.91,440,441.89,461.43,49.09,406.75,111.25,-51.77,-131.99,-114.36,-44.86,60.74,-180.39,-320.02,-349.91,-391.7,185,1.7,9.2,89.2,1006.7,23.93,278.07,169.632,0.558407,NA,NA,NA,"0",-30.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,2010-04-04 10:00:00,7.09,0,6.58,0,6.48,0,6.1,0,5.79,0,5.69,0,450.37,439.32,438.6,440.1,442.01,461.56,48.76,406.73,110.7,-54.1,-132.51,-114.33,-45.11,60.72,-180.83,-319.93,-349.84,-391.56,197,5.7,10.5,80.2,1006.9,23.93,208.941,169.555,0.558314,NA,NA,NA,"0",-30.445,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,2010-04-04 11:00:00,7.53,0,6.63,0,6.54,0,6.09,0,5.78,0,5.67,0,449.11,438.88,438.03,440.13,442.01,461.55,47.88,406.78,110.13,-54.53,-133.39,-114.3,-45.31,60.71,-181.08,-319.89,-349.27,-391.48,221,3.2,10.9,77,1007.1,23.93,119.673,169.437,0.557755,NA,NA,NA,"0.01",-30.563,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,2010-04-04 12:00:00,7.82,0,6.66,0,6.49,0,6.08,0,5.81,0,5.7,0,448.41,438.72,437.57,440.07,441.95,461.48,47.1,406.59,109.48,-55.6,-133.88,-114.4,-45.88,60.42,-181.75,-319.92,-349.65,-391.5,219,4.4,11,72,1007.1,23.94,318.938,169.346,0.558467,NA,NA,NA,"0",-30.654,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,2010-04-04 13:00:00,8.01,0,6.66,0,6.5,0,6.07,0,5.77,0,5.72,0,447.57,438.43,437.02,439.91,441.72,461.27,47,406.38,108.88,-57.65,-134.28,-114.53,-46.16,60.4,-182.25,-319.75,-347.79,-391.55,226,6.8,8.7,78.3,1007.4,23.94,127.783,169.338,0.55774,NA,NA,NA,"0.51",-30.662,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,2010-04-04 14:00:00,8.07,0,6.76,0,6.53,0,6.09,0,5.79,0,5.72,0,447.44,438.57,436.78,439.85,441.64,461.17,46.91,406.38,108.37,-58.18,-134.79,-114.69,-46.6,59.99,-182.77,-319.67,-342.06,-391.53,203,3.3,8.7,83.6,1007.8,24.45,434.069,169.112,0.558927,14.077,10.67,NA,"0",-30.888,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,2010-04-04 15:00:00,8.13,0,6.82,0,6.56,0,6.1,0,5.82,0,5.71,0,447.21,439.04,436.79,439.93,441.65,461.19,46.83,406.3,107.89,-58.96,-135.31,-114.71,-46.84,59.98,-183.21,-319.35,-339.95,-391.48,278,1.8,11.1,66.4,1007.7,24.45,544.011,169.045,0.558681,NA,NA,NA,"0",-30.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,2010-04-04 16:00:00,8.4,0,6.99,0,6.56,0,6.1,0,5.8,0,5.71,0,446.74,439.18,436.52,440.11,441.71,461.21,46.44,406.27,107.84,-59.55,-135.51,-114.44,-46.89,60.12,-183.46,-318.63,-338.75,-391.12,267,2.7,10.2,72.8,1008,24.45,81.3952,169.011,0.5575,NA,NA,NA,"4.1",-30.989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90,2010-04-04 17:00:00,8.44,0,7.05,0,6.59,0,6.12,0,5.8,0,5.66,0,446.57,438.8,435.74,439.96,441.24,460.98,47.27,406.45,107.28,-60.77,-136.23,-114.48,-47.4,59.81,-184.13,-318.75,-339.33,-391.33,315,3.1,7.1,89.9,1008.3,28.55,29.667,170.791,0.558259,NA,NA,NA,"0.12",-29.209,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,2010-04-04 18:00:00,8.26,0,7.08,0,6.63,0,6.09,0,5.82,0,5.7,0,447.19,438.83,435.84,439.98,440.82,460.87,50.01,406.52,106.91,-61.73,-137.1,-114.59,-47.72,59.69,-184.55,-318.2,-339.92,-391.31,72,0.7,7.8,88.1,1009.1,28.67,94.6373,171.88,0.558659,NA,NA,NA,"0",-28.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",92,2010-04-04 19:00:00,8.12,0,7.16,0,6.64,0,6.1,0,5.81,0,5.74,0,447.75,438.91,436.13,440.06,440.78,460.86,50.58,406.77,106.52,-62.76,-138.55,-114.63,-47.94,59.63,-185.01,-318.02,-340.53,-391.26,75,0.5,7.4,91.3,1009.6,28.67,4.37981,171.892,0.558791,NA,NA,NA,"0",-28.108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",93,2010-04-04 20:00:00,7.98,0,7.2,0,6.74,0,6.12,0,5.83,0,5.72,0,448.5,439.26,436.47,440.19,440.95,461.01,50.08,406.9,106.1,-63.34,-138.4,-114.56,-48.08,59.65,-185.4,-317.81,-341.18,-391.09,147,1.3,7.4,93.4,1010.7,28.67,0.0194367,171.555,0.559024,12.504,8.21,NA,"0",-28.445,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",94,2010-04-04 21:00:00,7.83,0,7.25,0,6.74,0,6.13,0,5.79,0,5.71,0,449.26,439.29,436.56,440.09,441,460.98,49.17,406.94,105.63,-63.82,-138.54,-114.63,-48.09,59.54,-185.9,-317.54,-341.92,-391.05,237,1.3,7.2,94.2,1011.4,28.67,0.0319349,171.256,0.55897,NA,NA,NA,"0",-28.744,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,2010-04-04 22:00:00,7.72,0,7.24,0,6.78,0,6.12,0,5.81,0,5.73,0,450.37,439.49,436.87,440.26,441.24,461.09,48.35,406.91,105.2,-64.49,-138.76,-114.64,-48.3,59.5,-186.49,-317.43,-342.62,-391.09,254,0.5,7,93.6,1012,28.67,0.0288446,171.032,0.5591,NA,NA,NA,"0",-28.968,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",96,2010-04-04 23:00:00,7.58,0,7.18,0,6.83,0,6.13,0,5.81,0,5.71,0,451.19,439.59,437.07,440.28,441.31,461.15,47.36,406.78,104.73,-65.2,-139.13,-114.71,-48.56,59.45,-186.9,-317.36,-343.26,-391.05,279,2.1,6.5,94.5,1012.7,28.67,0.0260975,170.824,0.559199,NA,NA,NA,"0",-29.176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,2010-04-05 00:00:00,7.45,0,7.2,0,6.84,0,6.13,0,5.8,0,5.72,0,451.94,439.83,437.31,440.48,441.45,461.3,46.29,406.54,104.13,-66.06,-140.28,-114.75,-49.05,59.22,-188.44,-317.15,-344.03,-391.06,277,2.2,6.1,96.5,1013.1,28.67,0.0297369,170.672,0.559242,NA,NA,NA,"0",-29.328,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,2010-04-05 01:00:00,7.38,0,7.2,0,6.86,0,6.18,0,5.78,0,5.7,0,452.7,440.04,437.56,440.64,441.5,461.35,45.56,406.34,103.65,-67.03,-140.33,-114.84,-49.14,59.23,-188.27,-316.86,-344.67,-391,293,4,5.9,98,1014.4,28.67,0.0254795,170.471,0.559328,12.459,6.88,NA,"0",-29.529,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,2010-04-05 02:00:00,7.24,0,7.15,0,6.83,0,6.16,0,5.82,0,5.75,0,453.03,440.1,437.66,440.76,441.55,461.43,44.98,406.24,103.18,-68.23,-146.36,-115.09,-49.45,59.02,-188.39,-316.54,-345.1,-390.98,288,6.3,5.9,96.3,1015.4,28.67,0.0313162,170.304,0.559411,12.482,6.97,NA,"0",-29.696,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,2010-04-05 03:00:00,7.23,0,7.08,0,6.87,0,6.19,0,5.81,0,5.76,0,453.7,440.52,438.08,441.07,441.78,461.62,44.41,406.21,102.74,-69.44,-146.03,-115.09,-49.45,59.1,-188.95,-316.4,-345.05,-390.93,289,5.6,5.3,95.7,1016.6,28.67,0.0325531,170.223,0.559706,NA,NA,NA,"0",-29.777,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",101,2010-04-05 04:00:00,7.07,0,7.07,0,6.84,0,6.18,0,5.82,0,5.69,0,454.29,440.69,438.41,441.17,441.89,461.81,43.81,405.96,102.44,-70.54,-145.02,-115.13,-49.64,58.99,-189.18,-316.15,-345.65,-390.91,289,5.2,5.3,94.7,1017.5,28.67,0.0230755,170.094,0.55948,NA,NA,NA,"0",-29.906,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,2010-04-05 05:00:00,7,0,7.04,0,6.83,0,6.17,0,5.82,0,5.73,0,454.82,440.85,438.71,441.41,442.02,461.96,43.26,405.79,102.02,-71.61,-144.37,-115.2,-50,58.87,-189.63,-315.76,-346.15,-390.9,302,4.1,5.3,90.3,1018.5,28.67,0.0270587,169.985,0.559624,NA,NA,NA,"0",-30.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,2010-04-05 06:00:00,6.86,0,7.03,0,6.85,0,6.17,0,5.82,0,5.75,0,455.46,440.99,439.05,441.61,442.23,462.23,43.04,405.4,101.7,-72.64,-144.32,-115.25,-50.47,58.6,-189.97,-315.54,-346.27,-390.91,287,4.7,4.6,90.8,1019.4,28.67,1.56007,169.863,0.559661,NA,NA,NA,"0",-30.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",104,2010-04-05 07:00:00,6.79,0,6.93,0,6.84,0,6.23,0,5.82,0,5.72,0,456.12,441.36,439.34,441.73,442.3,462.37,42.87,404.71,101.31,-73.91,-150.88,-115.58,-50.68,58.52,-190.26,-315.35,-346.79,-390.86,285,5.2,4.3,92.7,1020.6,28.67,12.1768,169.764,0.559949,NA,NA,NA,"0",-30.236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,2010-04-05 08:00:00,6.69,0,6.85,0,6.79,0,6.22,0,5.82,0,5.7,0,456.63,441.54,439.61,441.86,442.41,462.58,42.31,404.2,100.73,-75.26,-148.43,-115.56,-50.87,58.48,-190.37,-314.66,-347.25,-390.9,276,3.5,5,89.9,1021.2,28.67,49.8757,169.658,0.560216,12.716,5.42,NA,"0",-30.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,2010-04-05 09:00:00,6.63,0,6.83,0,6.85,0,6.19,0,5.85,0,5.73,0,456.83,441.7,439.79,441.89,442.41,462.71,41.85,403.71,100.17,-76.7,-147.45,-115.62,-51.23,58.36,-190.64,-314.51,-347.69,-390.94,289,4,5.3,84.8,1022.2,28.67,71.249,169.539,0.560279,NA,NA,NA,"0",-30.461,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,2010-04-05 10:00:00,6.66,0,6.76,0,6.81,0,6.19,0,5.88,0,5.76,0,456.82,441.88,439.97,442.02,442.54,462.93,41.09,403.33,99.89,-77.93,-147.15,-116.49,-51.63,58.29,-190.9,-314.39,-348.21,-390.9,255,2.6,5.4,88.9,1022.9,28.67,65.862,169.462,0.560179,NA,NA,NA,"0",-30.538,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,2010-04-05 11:00:00,6.69,0,6.84,0,6.8,0,6.21,0,5.85,0,5.77,0,456.39,441.83,439.99,441.98,442.52,463.07,40.45,402.81,99.31,-79.24,-147.37,-116.09,-51.98,58.03,-191.2,-313.7,-348.66,-390.93,241,3.1,5.6,86.4,1023.4,28.67,125.721,169.41,0.560201,NA,NA,NA,"0",-30.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,2010-04-05 12:00:00,6.76,0,6.81,0,6.74,0,6.24,0,5.83,0,5.77,0,455.93,442.01,440.15,442.06,442.6,463.28,40.18,402.4,98.79,-80.51,-147.68,-116.05,-52.39,57.73,-191.78,-314.08,-348.75,-391.06,243,1,6.5,85.1,1023.9,28.67,261.14,169.309,0.560384,NA,NA,NA,"0",-30.691,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,2010-04-05 13:00:00,6.96,0,6.75,0,6.7,0,6.23,0,5.83,0,5.75,0,454.17,441.82,439.89,441.94,442.45,463.28,39.79,401.93,98.29,-81.75,-147.87,-116.1,-52.69,57.43,-191.93,-313.59,-349.01,-391.15,247,1.8,7.5,79.2,1024.3,28.67,286.886,169.266,0.560091,NA,NA,NA,"0",-30.734,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,2010-04-05 14:00:00,7.25,0,6.79,0,6.72,0,6.2,0,5.84,0,5.73,0,450.62,441.81,439.59,441.92,442.43,463.28,39.52,401.44,97.86,-82.52,-148.08,-116.11,-52.95,57.35,-192.17,-312.21,-348.76,-391.1,232,2.5,8.8,76.1,1024.4,28.67,576.158,169.197,0.560838,13.72,12.56,NA,"0",-30.803,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,2010-04-05 15:00:00,7.73,0,6.83,0,6.75,0,6.23,0,5.86,0,5.76,0,449.72,441.86,439.46,442.21,442.73,463.63,39.4,401.43,97.84,-83.46,-148.41,-115.83,-53,57.44,-192.27,-311.27,-346.97,-390.8,249,3.3,9.6,75.7,1024.5,28.67,559.515,169.134,0.559681,NA,NA,NA,"0",-30.866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,2010-04-05 16:00:00,8.01,0,6.9,0,6.69,0,6.23,0,5.84,0,5.75,0,448.83,441.13,438.44,441.68,442.16,463.08,38.72,400.69,97.03,-84.87,-154.31,-116.26,-53.69,56.98,-192.87,-311.35,-346.9,-391.19,244,3.6,9.6,63.3,1024.7,28.67,434.406,169.098,0.559544,NA,NA,NA,"0",-30.902,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,2010-04-05 17:00:00,8.09,0,6.96,0,6.72,0,6.24,0,5.85,0,5.77,0,448.68,440.9,437.94,441.61,442.04,463.05,38.47,400.35,96.69,-85.87,-152.86,-116.24,-53.9,56.79,-193.03,-311.14,-347.12,-391.1,264,1.7,8.9,58.4,1024.7,28.67,219.605,169.026,0.559335,NA,NA,NA,"0",-30.974,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",115,2010-04-05 18:00:00,8.09,0,7.03,0,6.73,0,6.26,0,5.84,0,5.78,0,449.28,441.01,437.93,441.68,442.06,463.14,38.41,400.23,96.35,-86.99,-151.89,-116.12,-54.11,56.77,-192.97,-310.78,-347.71,-390.97,268,2.3,7.9,69.7,1025.2,28.67,22.3748,168.981,0.559735,NA,NA,NA,"0",-31.019,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,2010-04-05 19:00:00,7.93,0,7.13,0,6.75,0,6.27,0,5.83,0,5.78,0,450.19,441.24,438.05,441.75,442.13,463.21,38.22,400.22,96.13,-88.19,-166.65,-116.04,-54.39,56.65,-193.05,-310.86,-347.75,-390.85,263,2.3,7.2,78,1025.5,28.67,0.782306,168.928,0.559773,NA,NA,NA,"0",-31.072,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",117,2010-04-05 20:00:00,7.79,0,7.16,0,6.8,0,6.28,0,5.87,0,5.76,0,451.22,441.52,438.34,441.83,442.19,463.28,38,400.2,95.8,-89.49,-160.06,-116.02,-54.4,56.86,-193.15,-309.36,-348.29,-390.72,275,1.2,6.8,83.5,1025.9,28.67,0.0284331,168.869,0.559749,12.396,8.16,NA,"0",-31.131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,2010-04-05 21:00:00,7.64,0,7.19,0,6.81,0,6.23,0,5.89,0,5.75,0,452.37,441.85,438.61,441.87,442.27,463.35,37.49,399.77,95.45,-90.82,-156.99,-116.01,-54.85,56.6,-194.56,-308.2,-348.65,-390.79,258,1.1,6.6,85,1026,28.67,0.0217018,168.838,0.559985,NA,NA,NA,"0",-31.162,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,2010-04-05 22:00:00,7.48,0,7.22,0,6.84,0,6.25,0,5.87,0,5.79,0,453.73,442.69,439.03,442.01,442.48,463.55,37.35,399.52,95.23,-92.18,-155.58,-115.98,-55.14,56.56,-194,-308.04,-348.91,-390.72,198,1.5,6,92.9,1025.7,28.67,0.0242427,168.823,0.560391,NA,NA,NA,"0.01",-31.177,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,2010-04-05 23:00:00,7.37,0,7.18,0,6.86,0,6.28,0,5.88,0,5.79,0,454.64,443.53,439.31,441.99,442.51,463.5,37.26,399.19,94.92,-93.64,-155.46,-116.03,-55.64,56.44,-194.3,-308.22,-348.57,-390.76,175,1.9,6.4,91.4,1026,28.68,0.0270586,168.748,0.560199,NA,NA,NA,"0.09",-31.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,2010-04-06 00:00:00,7.27,0,7.16,0,6.89,0,6.29,0,5.89,0,5.8,0,455.17,443.99,439.6,442.09,442.63,463.68,36.75,399.02,94.52,-94.55,-155.03,-116.03,-55.95,56.17,-194.34,-308.09,-348.08,-390.76,170,3.2,6.2,93.6,1026,28.77,0.0179937,168.748,0.560361,NA,NA,NA,"0.01",-31.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,2010-04-06 01:00:00,7.24,0,7.14,0,6.86,0,6.31,0,5.87,0,5.79,0,455.72,444.53,439.86,442.18,442.69,463.75,36.54,398.91,94.08,-94.57,-155.13,-116.12,-54.73,56.18,-194.43,-307.94,-347.43,-390.67,173,4.5,6.2,93.4,1026,28.78,0.0258222,168.746,0.560423,12.4,6.83,NA,"0",-31.254,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,2010-04-06 02:00:00,7.13,0,7.07,0,6.88,0,6.26,0,5.89,0,5.77,0,456.22,444.91,440.12,442.34,442.72,463.88,36.13,398.64,93.57,-95.33,-155.15,-116.13,-55.06,56.17,-194.63,-307.95,-347.28,-390.65,166,4.1,6.3,93,1025.8,28.78,0.0333772,168.775,0.560322,12.248,6.82,NA,"0",-31.225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,2010-04-06 03:00:00,7.11,0,7.07,0,6.89,0,6.31,0,5.91,0,5.78,0,456.66,445.22,440.4,442.51,442.83,464.07,35.82,398.41,93.18,-96.43,-155.35,-116.21,-55.66,56.04,-194.75,-307.33,-347.13,-390.74,171,3.2,6.4,91.4,1025.6,28.78,-0.000961538,168.784,0.560426,NA,NA,NA,"0.02",-31.216,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",125,2010-04-06 04:00:00,7.02,0,7.05,0,6.89,0,6.3,0,5.88,0,5.77,0,457.12,445.51,440.65,442.65,442.86,464.24,35.59,398.15,92.8,-97.58,-156.49,-116.27,-56.11,55.91,-194.9,-307.26,-346.93,-390.72,172,3.2,6.4,91.7,1025.4,28.8,0.0240369,168.765,0.560601,NA,NA,NA,"0",-31.235,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,2010-04-06 05:00:00,6.98,0,6.98,0,6.92,0,6.28,0,5.87,0,5.79,0,457.51,445.74,440.9,442.85,443,464.44,35.57,397.85,92.4,-98.79,-156.37,-116.33,-56.47,55.83,-195.25,-307.27,-346.81,-390.62,197,2.8,6.3,90.7,1025.2,28.8,0.0221143,168.739,0.560667,NA,NA,NA,"0",-31.261,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,2010-04-06 06:00:00,6.89,0,6.98,0,6.89,0,6.32,0,5.89,0,5.79,0,458.09,446.01,441.14,442.99,443.07,464.62,35.4,397.49,92.15,-137.13,-160.53,-116.35,-56.89,55.77,-195.51,-307.19,-347.4,-390.55,164,2.5,5.9,91.3,1025.1,28.8,5.24495,168.695,0.560957,NA,NA,NA,"0",-31.305,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,2010-04-06 07:00:00,6.78,0,6.99,0,6.87,0,6.36,0,5.91,0,5.73,0,458.51,445.52,441.29,443.02,443.11,464.79,35.21,396.73,91.63,-135.93,-159.82,-116.65,-57.48,55.49,-195.74,-307.5,-347.32,-390.72,175,3.1,6.5,90.2,1025.3,28.8,84.5376,168.619,0.561034,NA,NA,NA,"0",-31.381,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,2010-04-06 08:00:00,6.77,0,6.87,0,6.84,0,6.29,0,5.95,0,5.8,0,450.55,444.34,379.09,441.47,442.34,463.65,45.21,393.36,93.03,-131.37,-159.28,-116.77,-57.88,55.41,-195.6,-307.45,-345.14,-390.66,185,4.2,8.1,85,1025.4,28.8,190.882,168.596,0.561287,13.557,8.46,NA,"0",-31.404,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,2010-04-06 09:00:00,6.88,0,6.9,0,6.86,0,6.32,0,5.91,0,5.83,0,452.52,444.5,400.15,441.96,442.8,463.99,50.92,393.65,92.1,-113.9,-159.05,-116.78,-58.07,55.38,-195.47,-307.48,-346.13,-390.6,186,5.1,8.6,80.1,1025.5,28.8,158.168,168.543,0.560875,NA,NA,NA,"0",-31.457,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,2010-04-06 10:00:00,7.06,0,6.93,0,6.82,0,6.33,0,5.92,0,5.8,0,452.24,443.87,406.48,442,442.85,464.17,52.59,393.46,91.15,-108.31,-161.92,-116.94,-58.43,55.27,-195.52,-307.41,-347.25,-390.62,183,4.2,9.6,76.3,1025.7,28.8,264.941,168.448,0.561257,NA,NA,NA,"0",-31.552,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,2010-04-06 11:00:00,7.34,0,6.91,0,6.82,0,6.3,0,5.89,0,5.81,0,451.25,440.2,410.91,441.96,442.88,464.29,52.5,393.1,90.51,-105.94,-163.22,-117.11,-58.96,55.21,-195.74,-307.42,-346.7,-390.75,170,4.5,10.7,75.3,1025.6,28.8,324.71,168.373,0.561095,NA,NA,NA,"0",-31.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,2010-04-06 12:00:00,7.66,0,6.85,0,6.8,0,6.33,0,5.94,0,5.81,0,450.92,433.24,414.75,442.42,443.26,464.73,52.58,393.14,90.19,-104.47,-161.28,-117,-58.83,55.48,-195.47,-306.33,-346.49,-390.18,156,3.8,12.5,67.4,1025.2,28.8,576.237,168.283,0.560095,NA,NA,NA,"0",-31.717,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,2010-04-06 13:00:00,8.21,0,6.97,0,6.82,0,6.35,0,5.96,0,5.78,0,449.4,434.83,417.37,442.42,443.18,464.72,52.05,392.9,89.59,-104.26,-161.45,-118.23,-58.57,55.35,-195.38,-306.27,-346.73,-390.17,156,4.8,13.1,58.1,1024.7,28.8,258.179,168.284,0.559516,NA,NA,NA,"0",-31.716,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,2010-04-06 14:00:00,8.62,0,7.07,0,6.82,0,6.33,0,5.93,0,5.81,0,448.84,437.55,419.56,442.15,442.81,464.36,50.88,392.64,88.63,-105.24,-161.28,-119.19,-59.22,55,-195.61,-306.3,-347.35,-390.35,163,4.2,13.2,58.3,1024.4,28.8,274.728,168.184,0.559579,12.954,18.18,NA,"0",-31.816,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,2010-04-06 15:00:00,8.87,0,7.11,0,6.88,0,6.33,0,5.95,0,5.82,0,448.57,439.17,421.59,442.05,442.62,464.22,50.16,392.65,87.94,-105.84,-161.67,-119.44,-59.82,54.73,-195.73,-306.1,-347.75,-390.42,166,5.1,13.5,55.2,1024,28.8,282.958,168.11,0.559799,NA,NA,NA,"0",-31.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,2010-04-06 16:00:00,9,0,7.26,0,6.86,0,6.36,0,5.93,0,5.82,0,448.48,439.99,423.32,441.94,442.42,463.99,49.23,392.93,87.39,-106.57,-161.83,-119.58,-60.04,54.88,-195.79,-305.22,-347.74,-390.43,153,4.3,13.7,57.3,1023.5,28.8,228.822,168.035,0.559758,NA,NA,NA,"0",-31.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,2010-04-06 17:00:00,9.07,0,7.34,0,6.87,0,6.29,0,5.92,0,5.82,0,448.51,440.26,424.75,441.75,442.2,463.72,48.84,393.4,86.87,-107.07,-163.99,-119.48,-60.39,54.7,-195.87,-305.32,-348.17,-390.4,143,5.2,13.7,56.8,1022.7,28.8,257.438,167.979,0.559609,NA,NA,NA,"0",-32.021,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,2010-04-06 18:00:00,9.02,0,7.39,0,6.93,0,6.36,0,5.95,0,5.81,0,449.19,440.88,426.33,441.84,442.16,463.64,48.33,394.06,86.29,-107.98,-165.86,-119.32,-60.64,54.77,-195.97,-305.34,-348.05,-390.23,136,2,13.1,58.6,1022.4,28.8,120.2,167.887,0.559791,NA,NA,NA,"0",-32.113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,2010-04-06 19:00:00,8.89,0,7.58,0,7.05,0,6.36,0,5.94,0,5.81,0,449.73,441.29,427.63,441.7,442.11,463.54,47.99,394.83,85.78,-108.51,-165.16,-119.22,-60.98,54.63,-195.95,-305,-347.85,-390.22,119,2,11.1,68.4,1022,28.8,9.24601,167.884,0.560477,NA,NA,NA,"0",-32.116,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,2010-04-06 20:00:00,8.71,0,7.58,0,7.08,0,6.35,0,5.93,0,5.79,0,450.67,441.83,428.88,441.78,442.21,463.59,47.12,395.64,85.2,-109.2,-164.95,-119.1,-61.27,54.53,-196.1,-304.88,-346.52,-390.15,117,2.4,9.5,72.3,1022.1,28.8,0.0350977,167.813,0.560989,12.393,10.86,NA,"0",-32.187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,2010-04-06 21:00:00,8.43,0,7.64,0,7.09,0,6.31,0,5.93,0,5.79,0,451.86,442.44,430.1,441.91,442.35,463.73,46.16,396.19,84.67,-109.97,-164.83,-119.04,-61.53,54.5,-196.08,-304.37,-346.12,-390.14,100,1.5,8.5,77.3,1021.9,28.8,0.0333798,167.757,0.561059,NA,NA,NA,"0",-32.243,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,2010-04-06 22:00:00,8.17,0,7.58,0,7.15,0,6.37,0,5.96,0,5.85,0,453.08,442.89,431.23,442.02,442.45,463.82,45.41,396.74,83.9,-110.79,-165.85,-118.98,-61.91,54.4,-196.12,-304.31,-347.01,-390.08,105,1.7,8.2,77.3,1021.8,28.8,0.0265793,167.712,0.561028,NA,NA,NA,"0",-32.288,NA,NA,NA,NA,NA,NA,NA,NA,NA
